work_group,expected_source,status,in_primary,in_secondary,in_combined,expected_documents,combined_documents,expected_doc_ids,combined_doc_ids
Eminescu__AvatariiFaraonuluiTla,ROST,ok,True,True,True,1,1,Eminescu_AvatariiFaraonuluiTla.txt,Eminescu_AvatariiFaraonuluiTla.txt
Eminescu__BortaVantului,ROST,ok,True,True,True,1,1,Eminescu_BortaVantului.txt,Eminescu_BortaVantului.txt
Eminescu__CalinNebunul,ROST,ok,True,True,True,1,1,Eminescu_CalinNebunul.txt,Eminescu_CalinNebunul.txt
Eminescu__Cezara,ROST,ok,True,True,True,1,1,Eminescu_Cezara.txt,Eminescu_Cezara.txt
Eminescu__ComoaraMisterioasa,ROST,ok,True,True,True,1,1,Eminescu_ComoaraMisterioasa.txt,Eminescu_ComoaraMisterioasa.txt
Eminescu__Contrapagina,ROST,ok,True,True,True,1,1,Eminescu_Contrapagina.txt,Eminescu_Contrapagina.txt
Eminescu__DupaAceastaIntamplareMinunata,ROST,ok,True,True,True,1,1,Eminescu_DupaAceastaIntamplareMinunata.txt,Eminescu_DupaAceastaIntamplareMinunata.txt
Eminescu__FatFrumosDinLacrima,ROST,ok,True,True,True,1,1,Eminescu_FatFrumosDinLacrima.txt,Eminescu_FatFrumosDinLacrima.txt
Eminescu__FinulLuiDumnezeu,ROST,ok,True,True,True,1,1,Eminescu_FinulLuiDumnezeu.txt,Eminescu_FinulLuiDumnezeu.txt
Eminescu__Fragmentarium,ROST,ok,True,True,True,1,1,Eminescu_Fragmentarium.txt,Eminescu_Fragmentarium.txt
Eminescu__FrumoasaLumii,ROST,ok,True,True,True,1,1,Eminescu_FrumoasaLumii.txt,Eminescu_FrumoasaLumii.txt
Eminescu__GeniuPustiu,ROST,ok,True,True,True,1,1,Eminescu_GeniuPustiu.txt,Eminescu_GeniuPustiu.txt
Eminescu__IconostasSiFragmentarium,ROST,ok,True,True,True,1,1,Eminescu_IconostasSiFragmentarium.txt,Eminescu_IconostasSiFragmentarium.txt
Eminescu__LaAniversara,ROST,ok,True,True,True,1,1,Eminescu_LaAniversara.txt,Eminescu_LaAniversara.txt
Eminescu__LaCurteaCuconuluiVasileCreanga,ROST,ok,True,True,True,1,1,Eminescu_LaCurteaCuconuluiVasileCreanga.txt,Eminescu_LaCurteaCuconuluiVasileCreanga.txt
Eminescu__LegendaCantaretului,ROST,ok,True,True,True,1,1,Eminescu_LegendaCantaretului.txt,Eminescu_LegendaCantaretului.txt
Eminescu__MoarteaLuiIoanVestimie,ROST,ok,True,True,True,1,1,Eminescu_MoarteaLuiIoanVestimie.txt,Eminescu_MoarteaLuiIoanVestimie.txt
Eminescu__MosIosif,ROST,ok,True,True,True,1,1,Eminescu_MosIosif.txt,Eminescu_MosIosif.txt
Eminescu__ParinteleErmolachieChisalita,ROST,ok,True,True,True,1,1,Eminescu_ParinteleErmolachieChisalita.txt,Eminescu_ParinteleErmolachieChisalita.txt
Eminescu__PePodeleleReciDeCaramida,ROST,ok,True,True,True,1,1,Eminescu_PePodeleleReciDeCaramida.txt,Eminescu_PePodeleleReciDeCaramida.txt
Eminescu__Poesis,ROST,ok,True,True,True,1,1,Eminescu_Poesis.txt,Eminescu_Poesis.txt
Eminescu__SarmanulDionis,ROST,ok,True,True,True,1,1,Eminescu_SarmanulDionis.txt,Eminescu_SarmanulDionis.txt
Eminescu__TassoNScotia,ROST,ok,True,True,True,1,1,Eminescu_TassoNScotia.txt,Eminescu_TassoNScotia.txt
Eminescu__UmbraMea,ROST,ok,True,True,True,1,1,Eminescu_UmbraMea.txt,Eminescu_UmbraMea.txt
Eminescu__VasilieFinulLuiDumnezeu,ROST,ok,True,True,True,1,1,Eminescu_VasilieFinulLuiDumnezeu.txt,Eminescu_VasilieFinulLuiDumnezeu.txt
Filimon__ArteleSiStiintileInRomania,ROST,ok,True,True,True,1,1,Filimon_ArteleSiStiintileInRomania.txt,Filimon_ArteleSiStiintileInRomania.txt
Filimon__AscanioSiEleonora,ROST,ok,True,True,True,1,1,Filimon_AscanioSiEleonora.txt,Filimon_AscanioSiEleonora.txt
Filimon__BabaHirca,ROST,ok,True,False,True,1,1,Filimon_BabaHirca.txt,Filimon_BabaHirca.txt
Filimon__BabaHircaOperaRomanaInDouaActeDeDMillo,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_BabaHircaOperaRomanaInDouaActeDeDMillo.txt,
Filimon__CiocoiiVechiSiNoi,ROST,ok,True,False,True,6,6,Filimon_CiocoiiVechiSiNoi-CheraDuduca.txt|Filimon_CiocoiiVechiSiNoi-DinuPaturica.txt|Filimon_CiocoiiVechiSiNoi-EducatiuneaCiocoiului.txt|Filimon_CiocoiiVechiSiNoi-IpocritiiInLupta.txt|Filimon_CiocoiiVechiSiNoi-PostelniculAndronacheTuzluc.txt|Filimon_CiocoiiVechiSiNoi-RomanulSiFanariotul.txt,Filimon_CiocoiiVechiSiNoi-CheraDuduca.txt|Filimon_CiocoiiVechiSiNoi-DinuPaturica.txt|Filimon_CiocoiiVechiSiNoi-EducatiuneaCiocoiului.txt|Filimon_CiocoiiVechiSiNoi-IpocritiiInLupta.txt|Filimon_CiocoiiVechiSiNoi-PostelniculAndronacheTuzluc.txt|Filimon_CiocoiiVechiSiNoi-RomanulSiFanariotul.txt
Filimon__CiocoiiVechiSiNoicheraDuduca,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_CiocoiiVechiSiNoicheraDuduca.txt,
Filimon__CiocoiiVechiSiNoidinuPaturica,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_CiocoiiVechiSiNoidinuPaturica.txt,
Filimon__CiocoiiVechiSiNoieducatiuneaCiocoiului,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_CiocoiiVechiSiNoieducatiuneaCiocoiului.txt,
Filimon__CiocoiiVechiSiNoiipocritiiInLupta,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_CiocoiiVechiSiNoiipocritiiInLupta.txt,
Filimon__CiocoiiVechiSiNoipostelniculAndronacheTuzluc,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_CiocoiiVechiSiNoipostelniculAndronacheTuzluc.txt,
Filimon__CiocoiiVechiSiNoiromanulSiFanariotul,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_CiocoiiVechiSiNoiromanulSiFanariotul.txt,
Filimon__DespreNouaTrupaItaliana,ROST,ok,True,True,True,1,1,Filimon_DespreNouaTrupaItaliana.txt,Filimon_DespreNouaTrupaItaliana.txt
Filimon__DespreTeatrulItalian,ROST,ok,True,True,True,1,1,Filimon_DespreTeatrulItalian.txt,Filimon_DespreTeatrulItalian.txt
Filimon__DespreTeatrulItalian2,ROST,ok,True,True,True,1,1,Filimon_DespreTeatrulItalian2.txt,Filimon_DespreTeatrulItalian2.txt
Filimon__DespreTeatrulItalianImpresiuni1858,ROST,ok,True,False,True,1,1,Filimon_DespreTeatrulItalianImpresiuni1858.txt,Filimon_DespreTeatrulItalianImpresiuni1858.txt
Filimon__DespreTeatrulItalianImpresiuniDinSezonulAnului1858,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_DespreTeatrulItalianImpresiuniDinSezonulAnului1858.txt,
Filimon__DonPasqualeOperaComicaInTreiActe,ROST,ok,True,True,True,1,1,Filimon_DonPasqualeOperaComicaInTreiActe.txt,Filimon_DonPasqualeOperaComicaInTreiActe.txt
Filimon__ErnaniOperaSerieIn4Acte,ROST,ok,True,True,True,1,1,Filimon_ErnaniOperaSerieIn4Acte.txt,Filimon_ErnaniOperaSerieIn4Acte.txt
Filimon__GhibeliniSiGuelfiSauDiferitePartideMuzicale,ROST,ok,True,True,True,1,1,Filimon_GhibeliniSiGuelfiSauDiferitePartideMuzicale.txt,Filimon_GhibeliniSiGuelfiSauDiferitePartideMuzicale.txt
Filimon__IlBarbiereDiSevilla,ROST,ok,True,False,True,1,1,Filimon_IlBarbiereDiSevilla.txt,Filimon_IlBarbiereDiSevilla.txt
Filimon__IlBarbiereDiSevillaMelodramaComicaInDouaActe,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_IlBarbiereDiSevillaMelodramaComicaInDouaActe.txt,
Filimon__ImpresiuniDeLaOperaFavoritaDeDonizetti,ROST,ok,True,True,True,1,1,Filimon_ImpresiuniDeLaOperaFavoritaDeDonizetti.txt,Filimon_ImpresiuniDeLaOperaFavoritaDeDonizetti.txt
Filimon__InfluentaCometuluiAsupraArtistilor,ROST,ok,True,False,True,1,1,Filimon_InfluentaCometuluiAsupraArtistilor.txt,Filimon_InfluentaCometuluiAsupraArtistilor.txt
Filimon__InfluentaCometuluiAsupraArtistilorDeLaOperaItaliana,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_InfluentaCometuluiAsupraArtistilorDeLaOperaItaliana.txt,
Filimon__JoculBanatean,ROST,ok,True,True,True,1,1,Filimon_JoculBanatean.txt,Filimon_JoculBanatean.txt
Filimon__LautariiSiCompozitiunileLor,ROST,ok,True,True,True,1,1,Filimon_LautariiSiCompozitiunileLor.txt,Filimon_LautariiSiCompozitiunileLor.txt
Filimon__LuciaDiLammermoor,ROST,ok,True,False,True,1,1,Filimon_LuciaDiLammermoor.txt,Filimon_LuciaDiLammermoor.txt
Filimon__LuciaDiLammermoorDramaInTreiActeDeSalvatoreCammarano,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_LuciaDiLammermoorDramaInTreiActeDeSalvatoreCammarano.txt,
Filimon__MACanini,ro-stories-AP-clean,ok,False,True,True,1,1,Filimon_MACanini.txt,Filimon_MACanini.txt
Filimon__MateoCipriani,ROST,ok,True,True,True,1,1,Filimon_MateoCipriani.txt,Filimon_MateoCipriani.txt
Filimon__NenorocirileUnuiSlujnicarSauGentilomiiDeMahala,ROST,ok,True,True,True,1,1,Filimon_NenorocirileUnuiSlujnicarSauGentilomiiDeMahala.txt,Filimon_NenorocirileUnuiSlujnicarSauGentilomiiDeMahala.txt
Filimon__OCantatritaDeUlita,ROST,ok,True,True,True,1,1,Filimon_OCantatritaDeUlita.txt,Filimon_OCantatritaDeUlita.txt
Filimon__OmulDeFloriCuBarbaDeMatasaSauPovesteaLuiFatFrumos,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_OmulDeFloriCuBarbaDeMatasaSauPovesteaLuiFatFrumos.txt,
Filimon__OmulDeFloriCuBarbaDeMatase,ROST,ok,True,False,True,1,1,Filimon_OmulDeFloriCuBarbaDeMatase.txt,Filimon_OmulDeFloriCuBarbaDeMatase.txt
Filimon__OmulDePiatra,ROST,ok,True,True,True,1,1,Filimon_OmulDePiatra.txt,Filimon_OmulDePiatra.txt
Filimon__OrasulBergamoSiMonumentulMaestruluiGDonizetti,ROST,ok,True,True,True,1,1,Filimon_OrasulBergamoSiMonumentulMaestruluiGDonizetti.txt,Filimon_OrasulBergamoSiMonumentulMaestruluiGDonizetti.txt
Filimon__ParalelismIntreFostaDirectiuneSiCeleDeAstazi,ROST,ok,True,True,True,1,1,Filimon_ParalelismIntreFostaDirectiuneSiCeleDeAstazi.txt,Filimon_ParalelismIntreFostaDirectiuneSiCeleDeAstazi.txt
Filimon__RomanNazdravan,ROST,ok,True,True,True,1,1,Filimon_RomanNazdravan.txt,Filimon_RomanNazdravan.txt
Filimon__SchitaBiograficaAsupraCelebruluiViolonistPaganini,ROST,ok,True,True,True,1,1,Filimon_SchitaBiograficaAsupraCelebruluiViolonistPaganini.txt,Filimon_SchitaBiograficaAsupraCelebruluiViolonistPaganini.txt
Filimon__SchitaBiograficaAsupraMaestruluiBellini,ROST,ok,True,False,True,1,1,Filimon_SchitaBiograficaAsupraMaestruluiBellini.txt,Filimon_SchitaBiograficaAsupraMaestruluiBellini.txt
Filimon__SchitaBiograficaAsupraMaestruluiBelliniSiAOperilorSale,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_SchitaBiograficaAsupraMaestruluiBelliniSiAOperilorSale.txt,
Filimon__SchitaDinViataSiScrierileCelebruluiMaestruDonizetti,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_SchitaDinViataSiScrierileCelebruluiMaestruDonizetti.txt,
Filimon__SchitaDinViataSiScrierileDonizetti,ROST,ok,True,False,True,1,1,Filimon_SchitaDinViataSiScrierileDonizetti.txt,Filimon_SchitaDinViataSiScrierileDonizetti.txt
Filimon__SchiteTraseDinViataSiScrierileMuzicaleAleCelebruluiMaestruGVerdi,ro-stories-AP-clean,mismatch,False,True,False,1,0,Filimon_SchiteTraseDinViataSiScrierileMuzicaleAleCelebruluiMaestruGVerdi.txt,
Filimon__SchiteTraseDinViataSiScrierileMuzicaleVerdi,ROST,ok,True,False,True,1,1,Filimon_SchiteTraseDinViataSiScrierileMuzicaleVerdi.txt,Filimon_SchiteTraseDinViataSiScrierileMuzicaleVerdi.txt
Garleanu__BoierulIorguBuhtea,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_BoierulIorguBuhtea.txt,Garleanu_BoierulIorguBuhtea.txt
Garleanu__CaSoarele,ROST,ok,True,True,True,1,1,Garleanu_CaSoarele.txt,Garleanu_CaSoarele.txt
Garleanu__Calatoare,ROST,mismatch,True,True,False,1,0,Garleanu_Calatoare.txt,
Garleanu__Calul,ROST,ok,True,True,True,1,1,Garleanu_Calul.txt,Garleanu_Calul.txt
Garleanu__CandStapanulNuIAcasa,ROST,ok,True,True,True,1,1,Garleanu_CandStapanulNuIAcasa.txt,Garleanu_CandStapanulNuIAcasa.txt
Garleanu__Cantaretul,ROST,ok,True,True,True,1,1,Garleanu_Cantaretul.txt,Garleanu_Cantaretul.txt
Garleanu__Caprioara,ROST,ok,True,True,True,1,1,Garleanu_Caprioara.txt,Garleanu_Caprioara.txt
Garleanu__CatUnFirDeNeghina,ROST,ok,True,True,True,1,1,Garleanu_CatUnFirDeNeghina.txt,Garleanu_CatUnFirDeNeghina.txt
Garleanu__CeaDintaiDurere,ROST,ok,True,True,True,1,1,Garleanu_CeaDintaiDurere.txt,Garleanu_CeaDintaiDurere.txt
Garleanu__CiocCiocCioc,ROST,ok,True,True,True,1,1,Garleanu_CiocCiocCioc.txt,Garleanu_CiocCiocCioc.txt
Garleanu__Cocosul,ROST,ok,True,True,True,1,1,Garleanu_Cocosul.txt,Garleanu_Cocosul.txt
Garleanu__Colonelul,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_Colonelul.txt,Garleanu_Colonelul.txt
Garleanu__Comoara,ROST,ok,True,True,True,1,1,Garleanu_Comoara.txt,Garleanu_Comoara.txt
Garleanu__Demisia,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_Demisia.txt,Garleanu_Demisia.txt
Garleanu__DupaAsemanareaLor,ROST,mismatch,True,True,False,1,0,Garleanu_DupaAsemanareaLor.txt,
Garleanu__FetitaMamei,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_FetitaMamei.txt,Garleanu_FetitaMamei.txt
Garleanu__Filozoful,ROST,ok,True,True,True,1,1,Garleanu_Filozoful.txt,Garleanu_Filozoful.txt
Garleanu__Fricosul,ROST,ok,True,True,True,1,1,Garleanu_Fricosul.txt,Garleanu_Fricosul.txt
Garleanu__Frunza,ROST,ok,True,True,True,1,1,Garleanu_Frunza.txt,Garleanu_Frunza.txt
Garleanu__Furnica,ROST,ok,True,True,True,1,1,Garleanu_Furnica.txt,Garleanu_Furnica.txt
Garleanu__Gandacelul,ROST,ok,True,True,True,1,1,Garleanu_Gandacelul.txt,Garleanu_Gandacelul.txt
Garleanu__Gaza,ROST,ok,True,True,True,1,1,Garleanu_Gaza.txt,Garleanu_Gaza.txt
Garleanu__Grivei,ROST,ok,True,True,True,1,1,Garleanu_Grivei.txt,Garleanu_Grivei.txt
Garleanu__Hoinar,ROST,ok,True,True,True,1,1,Garleanu_Hoinar.txt,Garleanu_Hoinar.txt
Garleanu__InCurteaMea,ROST,ok,True,True,True,1,1,Garleanu_InCurteaMea.txt,Garleanu_InCurteaMea.txt
Garleanu__InFelDeFelDeFete,ROST,ok,True,True,True,1,1,Garleanu_InFelDeFelDeFete.txt,Garleanu_InFelDeFelDeFete.txt
Garleanu__LaMoarte,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_LaMoarte.txt,Garleanu_LaMoarte.txt
Garleanu__Luptatorii,ROST,ok,True,True,True,1,1,Garleanu_Luptatorii.txt,Garleanu_Luptatorii.txt
Garleanu__MaiSus,ROST,mismatch,True,True,False,1,0,Garleanu_MaiSus.txt,
Garleanu__Marinimie,ROST,ok,True,True,True,1,1,Garleanu_Marinimie.txt,Garleanu_Marinimie.txt
Garleanu__MesterulDeOglinzi,ROST,ok,True,True,True,1,1,Garleanu_MesterulDeOglinzi.txt,Garleanu_MesterulDeOglinzi.txt
Garleanu__Musafirul,ROST,ok,True,True,True,1,1,Garleanu_Musafirul.txt,Garleanu_Musafirul.txt
Garleanu__Musculita,ROST,mismatch,True,True,False,1,0,Garleanu_Musculita.txt,
Garleanu__Nadisanca,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_Nadisanca.txt,Garleanu_Nadisanca.txt
Garleanu__Nedespartite,ROST,mismatch,True,True,False,1,0,Garleanu_Nedespartite.txt,
Garleanu__NegustorulMeremet,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_NegustorulMeremet.txt,Garleanu_NegustorulMeremet.txt
Garleanu__NuculLuiOdobac,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_NuculLuiOdobac.txt,Garleanu_NuculLuiOdobac.txt
Garleanu__ORaza,ROST,mismatch,True,True,False,1,0,Garleanu_ORaza.txt,
Garleanu__OmMilostiv,ROST,mismatch,True,True,True,1,1,Garleanu_OmMilostiv.txt,Garleanu_OmMilostiv.txt
Garleanu__Oratorul,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_Oratorul.txt,Garleanu_Oratorul.txt
Garleanu__Parasita,ROST,ok,True,True,True,1,1,Garleanu_Parasita.txt,Garleanu_Parasita.txt
Garleanu__PasareDeNoapte,ROST,ok,True,True,True,1,1,Garleanu_PasareDeNoapte.txt,Garleanu_PasareDeNoapte.txt
Garleanu__Primavara,ROST,ok,True,True,True,1,1,Garleanu_Primavara.txt,Garleanu_Primavara.txt
Garleanu__Prizonierul,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_Prizonierul.txt,Garleanu_Prizonierul.txt
Garleanu__Punga,ROST,ok,True,True,True,1,1,Garleanu_Punga.txt,Garleanu_Punga.txt
Garleanu__Santinela,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_Santinela.txt,Garleanu_Santinela.txt
Garleanu__Saracutul,ROST,ok,True,True,True,1,1,Garleanu_Saracutul.txt,Garleanu_Saracutul.txt
Garleanu__SineturileConuluiGheorghies,ro-stories-AP-clean,ok,False,True,True,1,1,Garleanu_SineturileConuluiGheorghies.txt,Garleanu_SineturileConuluiGheorghies.txt
Garleanu__Singuraticii,ROST,ok,True,True,True,1,1,Garleanu_Singuraticii.txt,Garleanu_Singuraticii.txt
Garleanu__Sortas,ROST,ok,True,True,True,1,1,Garleanu_Sortas.txt,Garleanu_Sortas.txt
Garleanu__Tovarasii,ROST,ok,True,True,True,1,1,Garleanu_Tovarasii.txt,Garleanu_Tovarasii.txt
Garleanu__Trandafirul,ROST,ok,True,True,True,1,1,Garleanu_Trandafirul.txt,Garleanu_Trandafirul.txt
Garleanu__Ucigasul,ROST,ok,True,True,True,1,1,Garleanu_Ucigasul.txt,Garleanu_Ucigasul.txt
Garleanu__Voinicul,ROST,ok,True,True,True,1,1,Garleanu_Voinicul.txt,Garleanu_Voinicul.txt
Garleanu__Vulturul,ROST,ok,True,True,True,1,1,Garleanu_Vulturul.txt,Garleanu_Vulturul.txt
Garleanu__ΓÇïCalatoare,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Garleanu_ΓÇïCalatoare.txt
Garleanu__ΓÇïDupaAsemanareaLor,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Garleanu_ΓÇïDupaAsemanareaLor.txt
Garleanu__ΓÇïMaiSus,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Garleanu_ΓÇïMaiSus.txt
Garleanu__ΓÇïMusculita,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Garleanu_ΓÇïMusculita.txt
Garleanu__ΓÇïNedespartite,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Garleanu_ΓÇïNedespartite.txt
Garleanu__ΓÇïORaza,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Garleanu_ΓÇïORaza.txt
Iorga__ADouaCriza,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ADouaCriza.txt,Iorga_ADouaCriza.txt
Iorga__ADouaMetropolaARomanilorCleveland,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ADouaMetropolaARomanilorCleveland.txt,Iorga_ADouaMetropolaARomanilorCleveland.txt
Iorga__ADouaSesiuneACamerei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ADouaSesiuneACamerei.txt,Iorga_ADouaSesiuneACamerei.txt
Iorga__APatracrizaSiFormareaMinisteriuluiDeSpecialisti,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_APatracrizaSiFormareaMinisteriuluiDeSpecialisti.txt,Iorga_APatracrizaSiFormareaMinisteriuluiDeSpecialisti.txt
Iorga__ATreiaCrizaFaraRezultat,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_ATreiaCrizaFaraRezultat.txt,Iorga_ATreiaCrizaFaraRezultat.txt
Iorga__AbrudSiImprejurimilePinaLaVidra,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AbrudSiImprejurimilePinaLaVidra.txt,Iorga_AbrudSiImprejurimilePinaLaVidra.txt
Iorga__AccidentulVladicaiCiceagov,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AccidentulVladicaiCiceagov.txt,Iorga_AccidentulVladicaiCiceagov.txt
Iorga__AcelasiDrumCernica,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AcelasiDrumCernica.txt,Iorga_AcelasiDrumCernica.txt
Iorga__Ac╠ºorele,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Ac╠ºorele.txt,Iorga_Ac╠ºorele.txt
Iorga__AdapostulDinValeniiDeMunte,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AdapostulDinValeniiDeMunte.txt,Iorga_AdapostulDinValeniiDeMunte.txt
Iorga__Adolescenta,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Adolescenta.txt,Iorga_Adolescenta.txt
Iorga__AlbaniaSiRomania,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AlbaniaSiRomania.txt,Iorga_AlbaniaSiRomania.txt
Iorga__Alegerile,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Alegerile.txt,Iorga_Alegerile.txt
Iorga__AlexandruCelBun,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AlexandruCelBun.txt,Iorga_AlexandruCelBun.txt
Iorga__AltiCalatoriDinIntiiaJumatateASecoluluiAlXviiLeaPinaLaVasileLupu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AltiCalatoriDinIntiiaJumatateASecoluluiAlXviiLeaPinaLaVasileLupu.txt,Iorga_AltiCalatoriDinIntiiaJumatateASecoluluiAlXviiLeaPinaLaVasileLupu.txt
Iorga__AltiCalatoriMireniPrinTerileNoastrePinaLa1700,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AltiCalatoriMireniPrinTerileNoastrePinaLa1700.txt,Iorga_AltiCalatoriMireniPrinTerileNoastrePinaLa1700.txt
Iorga__AltiCalatoriSuptMateiBasarabSiVasileLupu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AltiCalatoriSuptMateiBasarabSiVasileLupu.txt,Iorga_AltiCalatoriSuptMateiBasarabSiVasileLupu.txt
Iorga__Argesul,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Argesul.txt,Iorga_Argesul.txt
Iorga__AtingereaCuViataDinAfara,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_AtingereaCuViataDinAfara.txt,Iorga_AtingereaCuViataDinAfara.txt
Iorga__Bacau,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Bacau.txt,Iorga_Bacau.txt
Iorga__BasarabeniiInRazboiulRusiei,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_BasarabeniiInRazboiulRusiei.txt,Iorga_BasarabeniiInRazboiulRusiei.txt
Iorga__BasarabiaDeAziAsaCumOInfatiseazaUnGuvernatorAlEi,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_BasarabiaDeAziAsaCumOInfatiseazaUnGuvernatorAlEi.txt,Iorga_BasarabiaDeAziAsaCumOInfatiseazaUnGuvernatorAlEi.txt
Iorga__BasarabiaSubStefanCelMareUrmasiiSaiPanaLaSfarsitulVeaculuiAlXviLea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_BasarabiaSubStefanCelMareUrmasiiSaiPanaLaSfarsitulVeaculuiAlXviLea.txt,Iorga_BasarabiaSubStefanCelMareUrmasiiSaiPanaLaSfarsitulVeaculuiAlXviLea.txt
Iorga__Birlad,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Birlad.txt,Iorga_Birlad.txt
Iorga__Blaj,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Blaj.txt,Iorga_Blaj.txt
Iorga__BogdanVodaTatalLuiStefanCelMare,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_BogdanVodaTatalLuiStefanCelMare.txt,Iorga_BogdanVodaTatalLuiStefanCelMare.txt
Iorga__Botosani,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Botosani.txt,Iorga_Botosani.txt
Iorga__BpHasdeu,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_BpHasdeu.txt,Iorga_BpHasdeu.txt
Iorga__BradulSiTebea,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_BradulSiTebea.txt,Iorga_BradulSiTebea.txt
Iorga__Brasov,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Brasov.txt,Iorga_Brasov.txt
Iorga__Buzau,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_Buzau.txt,Iorga_Buzau.txt
Iorga__CalatoriApuseniSuptBrancoveanuSiNicolaeMavrocordat,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriApuseniSuptBrancoveanuSiNicolaeMavrocordat.txt,Iorga_CalatoriApuseniSuptBrancoveanuSiNicolaeMavrocordat.txt
Iorga__CalatoriArtistiFranceziInTerileNoastre,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriArtistiFranceziInTerileNoastre.txt,Iorga_CalatoriArtistiFranceziInTerileNoastre.txt
Iorga__CalatoriDupa1821,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriDupa1821.txt,Iorga_CalatoriDupa1821.txt
Iorga__CalatoriEngleziPorterSiBoscovich,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriEngleziPorterSiBoscovich.txt,Iorga_CalatoriEngleziPorterSiBoscovich.txt
Iorga__CalatoriFranceziDinEpocaRazboiuluiCrimeii,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriFranceziDinEpocaRazboiuluiCrimeii.txt,Iorga_CalatoriFranceziDinEpocaRazboiuluiCrimeii.txt
Iorga__CalatoriGermaniPrinArdeal,ro-stories-AP-clean,ok,False,True,True,1,1,Iorga_CalatoriGermaniPrinArdeal.txt,Iorga_CalatoriGermaniPrinArdeal.txt
